timestamp_utc,run,epoch,is_warmup,seed,rows_per_epoch,backend,ingest_cpu_ms,ingest_wall_ms,ingest_rss_delta_mb
2026-05-30T22:18:21.009306+00:00,0,0,0,1000,1000000,server,3740.0000,11374.6525,3.9062
2026-05-30T22:18:21.009306+00:00,0,0,0,1000,1000000,es,57450.0000,79283.5655,2.7656
2026-05-30T22:20:29.570981+00:00,0,1,0,1000,1000000,server,3820.0000,11340.1910,0.6016
2026-05-30T22:20:29.570981+00:00,0,1,0,1000,1000000,es,50220.0000,71702.1587,2.0000
2026-05-30T22:22:40.445107+00:00,0,2,0,1000,1000000,server,3840.0000,11302.7508,0.0312
2026-05-30T22:22:40.445107+00:00,0,2,0,1000,1000000,es,51500.0000,71584.6093,-0.3125
2026-05-30T22:24:53.149561+00:00,0,3,0,1000,1000000,server,3800.0000,11203.3345,0.0195
2026-05-30T22:24:53.149561+00:00,0,3,0,1000,1000000,es,58770.0000,73371.7423,-9.2383
2026-05-30T22:27:05.916719+00:00,0,4,0,1000,1000000,server,3820.0000,11236.6813,0.0000
2026-05-30T22:27:05.916719+00:00,0,4,0,1000,1000000,es,63960.0000,71200.1854,-31.9141
2026-05-30T22:29:23.524859+00:00,0,5,0,1000,1000000,server,3920.0000,11237.4314,0.0000
2026-05-30T22:29:23.524859+00:00,0,5,0,1000,1000000,es,48620.0000,69357.4925,3.8320
2026-05-30T22:31:38.048992+00:00,0,6,0,1000,1000000,server,3810.0000,11291.3451,-0.0312
2026-05-30T22:31:38.048992+00:00,0,6,0,1000,1000000,es,50690.0000,70702.1560,-0.6328
2026-05-30T22:33:50.566035+00:00,0,7,0,1000,1000000,server,3800.0000,11205.3511,-0.1953
2026-05-30T22:33:50.566035+00:00,0,7,0,1000,1000000,es,57930.0000,69673.3806,-15.9922
2026-05-30T22:36:05.233328+00:00,0,8,0,1000,1000000,server,3850.0000,11339.6098,-0.2969
2026-05-30T22:36:05.233328+00:00,0,8,0,1000,1000000,es,50650.0000,70468.5043,0.3086
2026-05-30T22:38:23.060986+00:00,0,9,0,1000,1000000,server,3800.0000,11198.5521,0.0430
2026-05-30T22:38:23.060986+00:00,0,9,0,1000,1000000,es,62610.0000,70601.0512,-31.9336
2026-05-30T22:40:46.678350+00:00,1,0,0,1001,1000000,server,3700.0000,11128.4888,3.6406
2026-05-30T22:40:46.678350+00:00,1,0,0,1001,1000000,es,50030.0000,70688.8725,3.4492
2026-05-30T22:42:54.344291+00:00,1,1,0,1001,1000000,server,3790.0000,11113.2748,0.0430
2026-05-30T22:42:54.344291+00:00,1,1,0,1001,1000000,es,49410.0000,69761.7540,2.9336
2026-05-30T22:45:03.980936+00:00,1,2,0,1001,1000000,server,3780.0000,11213.7794,-0.0703
2026-05-30T22:45:03.980936+00:00,1,2,0,1001,1000000,es,49590.0000,69541.0578,0.8086
2026-05-30T22:47:13.693355+00:00,1,3,0,1001,1000000,server,3750.0000,11059.6222,-0.2227
2026-05-30T22:47:13.693355+00:00,1,3,0,1001,1000000,es,55540.0000,69677.0749,-10.8086
2026-05-30T22:49:25.494831+00:00,1,4,0,1001,1000000,server,3810.0000,11160.6551,0.5195
2026-05-30T22:49:25.494831+00:00,1,4,0,1001,1000000,es,60950.0000,70248.3868,-30.8711
2026-05-30T22:51:44.120607+00:00,1,5,0,1001,1000000,server,3770.0000,11125.9972,-0.1680
2026-05-30T22:51:44.120607+00:00,1,5,0,1001,1000000,es,49430.0000,70848.1068,4.2461
2026-05-30T22:53:58.920311+00:00,1,6,0,1001,1000000,server,3780.0000,11172.2028,-0.2539
